siman|seif|text
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|א|מצות עשה לתן צדקה לעניי ישוראל, שנאמר פתוח תפתח את ידך לו. ונאמר, וחי אחיך עמך. וכל הרואה עני מבקש והעלים עינו ממנו ולא נתן לו צדקה, עובר בלא תעשה, שנאמר, לא תאמץ את לבבך ולא תקפוץ את ידך מאחיך האביון. הצדקה היא סימן לזרע אברהם אבינו, שנאמר, כי ידעתיו למען אשר יצוה את בניו וגו' לעשות צדקה. ואין כסא ישוראל מתכונן ודת האמת עומדת אלא בצדקה, שנאמר בצדקה תכונני. וגדול העושה צדקה יותר מכל הקרבנות, שנאמר עושה צדקה ומשפט, נבחר לה' מזבח. ואין ישוראל נגאלין אלא בצדקה, שנאמר ציון במשפט תפדה ושביה בצדקה. לעולם אין אדם מעני מן הצדקה, ואין דבר רע ולא הזק בא בשביל הצדקה, שנאמר, והיה מעשה הצדקה שלום. כל המרחם, מרחמין עליו, שנאמר, ונתן לך רחמים ורחמך והרבך. וכל מי שהוא אכזרי, יש לחוש ליחוסו. והקדוש ברוך הוא קרוב לשועת עניים, שנאמר וצעקת עניים ישמע. לפיכך צריך להזהר בצעקתם, שהרי ברית כרותה להם, שנאמר, והיה כי יצעק אלי ושמעתי כי חנון אני, ואמרו בירושלמי תרעא דלא תפתח לעניא תפתח לאסיא. ויתן האדם אל לבו, שהוא מבקש כל שעה פרנסתו מהקדוש ברוך הוא. וכמו שהוא מבקש מהקדוש ברוך הוא ישמע שועתו ותפלתו, כך ישמע הוא שועת העניים. גם יתן האדם אל לבו כי גלגל הוא החוזר בעולם, וסוף שיבא הוא או בנו או בן בנו לקבל צדקה. ואל יעלה על לבו לומר: איך אחסר ממוני לתנו לעניים, כי יש לו לדעת שאין הממון שלו, אלא פקדון לעשות בו רצון המפקיד, וזה חלקו מכל עמלו בעולם הזה, כדכתיב והלך לפניך צדקך. והצדקה דוחה גזרות רעות ומוספת חיים (יורה דעה סימן רמ"ז, שבת דף קנ"א, ביצה דף ל"ב).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ב|כל אדם חיב לתן צדקה כפי השגת ידו. ואפלו עני המתפרנס מן הצדקה, וכגון שיש לו מעט ממון שלו, ואינו נושא ונותן בהם, דמותר לו לטול מן הצדקה. כיון שאין לו קרן כדי להתפרנס מן הרוח, מכל מקום, כיון שיש לו במה להתפרנס, חיב לתן צדקה ממה שיתנו לו. ואפלו אינו יכול לתן אלא דבר מועט, אל ימנע עצמו, כי המעט משלו חשוב כמו הרבה מן העשיר. וכן אמרו רבותינו זכרונם לברכה נאמר בעולת בהמה, אשה ריח ניחוח, ובעולת עוף אשה ריח ניחוח, ובמנחה אשה ריח ניחוחו, לומר לך, אחד המרבה ואחד הממעיט ובלבד שיכון לבו לאביו שבשמים. אבל כל שאין לו אלא די פרנסתו, אינו חיב לתן צדקה דפרנסת עצמו קודמת לכל אדם (סימן רמ"ח רנ"א רנ"ג ומשנה סוף מנחות).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ג|כמה נותנים לעני. די מחסורו אשר יחסר לו. והינו בעני שמקבל בחשאי, מחויבים אנשי העיר לתן לו כל מחסורו כאשר היה רגיל מקודם שהעני. אבל עני המחזיר על הפתחים, נותנים לו מתנה מועטת לפי ערכו. ולכל הפחות יתנו לו בכל עיר לחם ומזון שעור ב' סעודות ומקום ללון. מפרנסין ומלבישין עניי עובדי אלילים עם עניי ישוראל, מפני דרכי שלום (ר"נ רנ"א).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ד|כמה יתן האדם צדקה. שנה ראשונה המעשר מן הקרן. מכאן ואילך יתן מעשר מן הרוח שהרויח כל שנה, [חוץ מצרכי ביתו], זו היא מדה בינונית. ומצוה מן המובחר שיתן חומש שנה ראשונה מן הקרן, ואחר כך כל שנה חומש מן הרוח. ואל יבזבז אדם יותר מן החומש, כדי שלא יצטרך הוא אחר כך לבריות. ודוקא כל ימי חייו. אבל בשעת מות, יכול אדם לתן עד שליש רכושו צדקה. אין לעשות ממעשר שלו דבר מצוה, כגון נרות לבית הכנסת או שאר דברים למצוה, רק יתנוהו לעניים. ואם נזדמנה לו מצוה להיות בעל ברית, או להכניס חתן וכלה עניים לחופה וכדומה וכן לקנות ספרים ללמוד בהם, ולהשאילן לאחרים ללמוד בהם, אם לא היה יכולת בידו, ולא היה עושה אותה מצוה מממון שלו, יכול לעשות ממעשר. אם קונה ספרים ממעות מעשר, צריך לזהר להשאילן לאחרים, אם לא כאשר הוא צריך להם, אזי הוא קודם. וגם יזהר לכתוב עליהם שהם ממעות מעשר, למען לא יחזיקו בהם בניו אחריו (סימן רמ"ח).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ה|הרוצה לזכות לעצמו, יכוף את יצרו הרע, וירחיב ידו, וכל דבר שהוא לשם שמים יהיה מהטוב והיפה. אם בנה בית תפלה, יהיה נאה מבית ישיבתו. האכיל רעב, יאכילהו מהטוב ומהמתוק שבשולחנו. כסה ערום, יכסהו מהיפה שבכסותו. הקדיש דבר, יקדיש מהיפה שבנכסיו. וכן הוא אומר כל חלב לה' (סימן רמ"ח).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ו|הנותן לבניו ובנותיו הגדולים שאינו חיב במזונותיהם (שהם יותר מבני שש שנים), כדי ללמד את הבנים תורה, ולהנהיג את הבנות בדרך ישרה, וכן הנותן מתנות לאביו (שאינו יכול לפרנסו, רק ממעות צדקה שלו), והם צריכים לכך, הרי זה בכלל צדקה. ולא עוד אלא שצריך להקדימו לאחרים. ואפלו אינו בנו ולא אביו אלא קרובו, הוא קודם לכל אדם. ועניי ביתו קודמין לעניי עירו, ועניי עירו קודמין לעניי עיר אחרת, שנאמר לאחיך לעניך ולאביונך בארצך. אבל גבאי צדקה המחלק את הצדקה, צריך לזהר שלא ירבה לקרוביו יותר מלשאר עניים (רנ"א רנ"ז).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ז|כל הנותן צדקה לעני בסבר פנים רעות ופנים כבושות בקרקע. אפלו נתן לו אלף זהובים, אבד זכותו והפסידה, ועובר על ולא ירע לבבך וגו'. אלא צריך לתן לו בסבר פנים יפות ובשמחה, ומתאונן עמו על צרתו, כמו שאמר איוב אם לא בכיתי לקשה יום, עגמה נפשי לאביון. וידבר לו דברי תנחומים, שנאמר, ולב אלמנה ארנין.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ח|אסור להחזיר את העני ששאל ריקם. ואפלו אתה נותן לו גרוגרת אחת, שנאמר, אל ישב דך נכלם. ואם אין בידך כלום מה לתן לו, פיסהו בדברים. ואסור לגעור בעני או להגביה קולו עליו בצעקה, מפני שלבו נשבר ונדכה, והרי הוא אומר לב נשבר ונדכה אלוהים לא תבזה. ואוי לו למי שהכלים את העני, אלא יהיה לו כמו אב, בין ברחמים בין בדברים שנאמר, אב אנוכי לאביונים.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|ט|הצדקה הרי היא בכלל הנדרים (ועין לקמן סימן ס"ז סעיף ג') לפיכך האומר, הרי עלי סלע לצדקה או הרי סלע זו צדקה, חיב לתנה לעניים מיד. ואם אחר עובר בבל תאחר, כיון שיכול לתנה מיד. ואם אין עניים מצויים לו, מפריש ומניח עד שימצא עניים. ואם נדר בבית הכנסת צדקה שנותנים לידי הגבאי, אינו עובר עד שיתבע אותו הגבאי ואז עובר עליה מיד, ואם לא כשיודע שהגבאי אינו צריך כעת המעות, אלא שיניחו אצלו.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|י|מי שאמר: אתן סלע צדקה לפלוני, אינו עובר עד שיבא אותו עני. ויכול כל אדם להפריש מעות לצדקה, שיהיו מונחים אצלו לחלקם במעט מעט, כמו שיראה לו (רנ"ז).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|יא|הכופה אחרים שיתנו צדקה ומעשה אותן, שכרו גדול משכר הנותן, שנאמר והיה מעשה הצדקה שלום. ועל גבאי צדקה וכיוצא בהם שגובים את הצדקה, נאמר ומצדיקי הרבים ככוכבים. וגבאי צדקה שהעניים מחרפים אותו, אין לו לחוש. כי על ידי זה, זכותו יותר גדול.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|יב|המעלה הגדולה שאין למעלה הימנה במעלות הצדקה, היא המחזיק ביד ישוראל המך ומטה ידו, קודם שהעני לגמרי, שיתן לו מתנה הגונה בדרך כבוד, או שילוהו מעות, או יעשה עמו שותפות, או ימציא לו איזה עסק או מלאכה כדי לחזק ידו, עד שלא יצטרך לבריות. ועל זה נאמר, והחזקת בו. כלומר החזק בו עד שלא יפול.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|יג|יש לזהר לתן הצדקה בהסתר בכל מה שאפשר. ואם אפשר לתנה באופן שהוא בעצמו אינו יודע למי נותנה, וגם העני אינו יודע ממי קבלה טוב מאוד. ועל כל פנים לא יתפאר האדם בצדקה שהוא נותן. אך אם מקדיש איזה דבר לצדקה, מותר לו שיכתוב שמו עליו, שיהא לו לזכרון. וראוי לעשות כן (רמ"ט).
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|יד|ביותר צריכין להשגיח על תלמיד חכם עני לתת לו לפי כבודו. ואם אינו רוצה לקבל, מתעסקין לסחור לו סחורה, שמוכרים לו סחורה בזול וקונים ממנו סחורתו ביוקר. ואם יודע להתעסק בפרקמטיא, מלוין לו מעות לסחור בהם. ואמרו רבותינו זכרונם לברכה, כל המטיל מלאי לתלמיד חכם, זוכה ויושב בישיבה של מעלה. ואמרו, כל הנביאים לא נתנבאו אלא לעושה פרקמטיא לתלמיד חכם ומשיא בתו לתלמיד חכם.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|טו|לעולם ירחיק אדם את עצמו מן הצדקה, ויגלגל עצמו בצער, שלא יצטרך לבריות. וכן צוו חכמינו זכרונם לברכה, עשה שבתך חול ואל תצטרך לבריות. ואפלו היה חכם מכובד והעני, יעסוק באומנות ואפלו באומנות מנוולת, ואל יצטרך לבריות.
סימן לד - הלכות צדקה ובו ט"ז סעיפים:|טז|כל מי שאינו צריך לטול מהצדקה, ומרמה את הבריות ונוטל, אינו מת עד שיצטרך לבריות. וכל מי שצריך לטול, ואינו יכול לחיות אלא אם כן יטול, כגון זקן או חולה או בעל יסורין, ומגיס דעתו ואינו נוטל, הרי זה שופך דמים ומתחיב בנפשו, ואין לו בצערו אלא עוונות וחטאים. וכל מי שצריך לטול ומצער עצמו, ודוחק את השעה וחי חיי צער, כדי שלא יטריח על הצבור, אינו מת עד שיפרנס אחרים, ועליו הכתוב אומר, ברוך הגבר אשר יבטח בה' וגו' (רנ"ה).
